,longitudres,latitudres,longtrabajo,latitudtrabajo,Duraciontraslado,sexo,Añonacimiento,Estrato,ecivil,Nveducativo,Afiliadosalud,Mobility,Sex
315,-74.167301,4.643243,-74.167301,4.643243,90,2,1990,3,2,3,3,4,Female
316,-74.167301,4.643243,-74.167301,4.643243,60,1,1990,3,2,5,1,6,Male
317,-74.167301,4.643243,-74.167301,4.643243,90,1,1980,3,2,5,1,4,Male
318,-74.167301,4.643243,-74.167301,4.643243,80,2,1979,3,2,5,1,7,Female
319,-74.167301,4.643243,-74.167301,4.643243,60,2,1980,3,2,5,1,7,Female
320,-74.167301,4.643243,-74.167301,4.643243,96,1,1979,3,1,7,1,6,Male
321,-74.167301,4.643243,-74.167301,4.643243,50,2,1991,3,3,4,1,6,Female
322,-74.167301,4.643243,-74.167301,4.643243,80,2,1985,3,5,1,5,7,Female
323,-74.167301,4.643243,-74.167301,4.643243,60,1,1975,3,2,7,1,7,Male
324,-74.167301,4.643243,-74.167301,4.643243,90,1,1978,3,2,7,1,6,Male
325,-74.167301,4.643243,-74.167301,4.643243,70,1,1985,3,3,6,1,9,Male
326,-74.167301,4.643243,-74.167301,4.643243,70,2,1982,3,1,6,1,5,Female
327,-74.167301,4.643243,-74.167301,4.643243,70,1,1980,3,2,3,1,4,Male
328,-74.167301,4.643243,-74.167301,4.643243,15,1,1988,3,2,3,1,7,Male
329,-74.167301,4.643243,-74.167301,4.643243,90,1,1987,3,5,1,5,4,Male
330,-74.167301,4.643243,-74.167301,4.643243,80,1,1976,3,2,3,1,5,Male
331,-74.167301,4.643243,-74.167301,4.643243,85,2,1977,3,2,6,1,5,Female
332,-74.167301,4.643243,-74.167301,4.643243,80,2,1982,3,3,2,2,6,Female
333,-74.167301,4.643243,-74.167301,4.643243,40,2,1970,3,2,3,1,4,Female
334,-74.167301,4.643243,-74.167301,4.643243,70,1,1976,3,1,6,1,5,Male
335,-74.167301,4.643243,-74.167301,4.643243,70,2,1980,2,5,2,1,4,Female
336,-74.167301,4.643243,-74.167301,4.643243,80,2,1975,2,2,6,5,7,Female
337,-74.167301,4.643243,-74.167301,4.643243,75,2,1990,3,2,2,1,5,Female
338,-74.167301,4.643243,-74.167301,4.643243,90,2,1985,3,2,7,1,5,Female
339,-74.167301,4.643243,-74.167301,4.643243,60,2,1972,3,5,5,1,6,Female
340,-74.167301,4.643243,-74.167301,4.643243,110,2,1970,3,2,6,1,6,Female
341,-74.167301,4.643243,-74.167301,4.643243,90,2,1981,3,5,3,5,6,Female
342,-74.156336,4.641769,-74.156336,4.641769,120,2,1969,2,2,7,1,6,Female
343,-74.156336,4.641769,-74.156336,4.641769,20,2,1990,2,5,6,5,6,Female
344,-74.156336,4.641769,-74.156336,4.641769,10,2,1970,3,3,1,1,7,Female
345,-74.156336,4.641769,-74.156336,4.641769,120,1,1965,2,3,4,1,6,Male
346,-74.156336,4.641769,-74.156336,4.641769,0,1,1976,2,4,5,5,6,Male
347,-74.156336,4.641769,-74.156336,4.641769,70,1,1988,2,2,6,1,6,Male
348,-74.156336,4.641769,-74.156336,4.641769,130,2,1968,3,2,4,1,6,Female
349,-74.156336,4.641769,-74.156336,4.641769,110,1,1968,2,2,4,5,7,Male
350,-74.156336,4.641769,-74.156336,4.641769,60,1,1968,2,4,5,1,4,Male
351,-74.156336,4.641769,-74.156336,4.641769,120,1,1988,3,5,3,1,5,Male
352,-74.156336,4.641769,-74.156336,4.641769,60,1,1970,2,2,3,1,4,Male
353,-74.156336,4.641769,-74.156336,4.641769,50,2,1972,2,5,6,5,4,Female
354,-74.156336,4.641769,-74.156336,4.641769,80,1,1968,2,2,5,1,4,Male
355,-74.156336,4.641769,-74.156336,4.641769,130,2,1962,2,2,5,1,5,Female
356,-74.156336,4.641769,-74.156336,4.641769,10,1,1988,2,5,6,5,5,Male
357,-74.156336,4.641769,-74.156336,4.641769,20,2,1970,2,2,5,1,5,Female
358,-74.156336,4.641769,-74.156336,4.641769,40,2,1980,2,2,5,1,4,Female
359,-74.156336,4.641769,-74.156336,4.641769,90,1,1975,2,3,5,1,4,Male
360,-74.156336,4.641769,-74.156336,4.641769,12,1,1980,2,2,5,1,4,Male
361,-74.156336,4.641769,-74.156336,4.641769,120,2,1988,2,5,6,5,5,Female
362,-74.184721,4.609896,-74.184721,4.609896,40,1,1982,2,5,2,2,6,Male
363,-74.192251,4.623859,-74.192251,4.623859,40,1,1992,1,2,5,2,7,Male
364,-74.055267,4.850985,-74.055267,4.850985,0,1,1977,3,1,5,1,4,Male
365,-74.050927,4.844939,-74.050927,4.844939,0,2,1953,2,2,1,2,6,Female
366,-74.043861,4.864734,-74.043861,4.864734,0,1,1994,2,5,6,1,5,Male
367,-74.055267,4.850985,-74.055267,4.850985,105,2,1990,2,1,5,1,4,Female
368,-74.055744,4.855414,-74.055744,4.855414,0,1,1981,3,1,7,1,5,Male
369,-74.035284,4.864343,-74.035284,4.864343,0,1,1973,2,1,3,5,5,Male
370,-74.0588,4.861858,-74.0588,4.861858,0,1,1982,2,5,3,2,6,Male
371,-74.061599,4.85534,-74.061599,4.85534,0,1,1987,1,2,2,2,4,Male
372,-74.061343,4.861414,-74.061343,4.861414,15,1,1993,2,2,6,2,5,Male
373,-74.06342,4.849345,-74.06342,4.849345,75,1,1980,3,1,8,1,6,Male
374,-74.054421,4.860581,-74.054421,4.860581,120,1,1969,3,2,8,1,6,Male
375,-74.045969,4.877062,-74.045969,4.877062,15,1,1998,2,2,2,1,7,Male
376,-74.045969,4.877062,-74.045969,4.877062,0,1,1994,3,2,7,1,7,Male
377,-74.055791,4.855505,-74.055791,4.855505,0,1,1992,2,2,3,1,4,Male
378,-74.067944,4.86781,-74.067944,4.86781,40,2,1976,2,2,3,1,6,Female
379,-74.06688,4.871652,-74.06688,4.871652,0,1,1977,1,5,1,2,5,Male
380,-74.12202,4.557734,-74.12202,4.557734,0,1,1999,1,2,3,1,5,Male
381,-74.12202,4.557734,-74.12202,4.557734,15,2,1958,1,3,3,4,6,Female
382,-74.12202,4.557734,-74.12202,4.557734,0,2,1942,1,4,4,2,6,Female
383,-74.12202,4.557734,-74.12202,4.557734,0,1,1988,2,5,6,2,6,Male
384,-74.12202,4.557734,-74.12202,4.557734,0,1,1974,1,1,3,5,7,Male
385,-74.12202,4.557734,-74.12202,4.557734,0,1,1994,1,2,3,5,5,Male
386,-74.12202,4.557734,-74.12202,4.557734,0,1,1999,1,2,3,4,5,Male
387,-74.12202,4.557734,-74.12202,4.557734,120,1,1959,1,3,1,2,6,Male
388,-74.12202,4.557734,-74.12202,4.557734,60,2,1980,1,5,1,2,6,Female
389,-74.12202,4.557734,-74.12202,4.557734,2,2,1947,2,1,2,2,6,Female
390,-74.12202,4.557734,-74.12202,4.557734,80,1,1978,2,1,3,2,7,Male
391,-74.12202,4.557734,-74.12202,4.557734,0,1,1981,2,2,5,5,6,Male
392,-74.12202,4.557734,-74.12202,4.557734,90,2,1977,1,2,5,1,5,Female
393,-74.12202,4.557734,-74.12202,4.557734,0,1,1989,1,2,4,2,6,Male
394,-74.12202,4.557734,-74.12202,4.557734,0,1,1971,1,5,3,2,6,Male
395,-74.12202,4.557734,-74.12202,4.557734,45,2,1953,1,1,2,2,6,Female
396,-74.12202,4.557734,-74.12202,4.557734,55,2,1997,1,2,4,1,5,Female
397,-74.12202,4.557734,-74.12202,4.557734,30,2,1967,2,1,3,1,7,Female
398,-74.12202,4.557734,-74.12202,4.557734,0,1,1938,2,4,1,5,6,Male
399,-74.12202,4.557734,-74.12202,4.557734,70,2,1980,1,4,3,1,5,Female
400,-74.134937,4.633382,-74.134937,4.633382,15,2,1965,2,1,3,1,6,Female
401,-74.134937,4.633382,-74.134937,4.633382,10,1,1992,2,2,3,1,5,Male
402,-74.134937,4.633382,-74.134937,4.633382,360,2,1963,2,2,3,2,5,Female
403,-74.134937,4.633382,-74.134937,4.633382,0,1,1985,3,1,3,1,5,Male
404,-74.134937,4.633382,-74.134937,4.633382,30,2,1956,1,3,1,5,6,Female
405,-74.134937,4.633382,-74.134937,4.633382,10,1,1952,3,2,1,1,6,Male
406,-74.134937,4.633382,-74.134937,4.633382,60,1,1991,2,5,4,1,5,Male
407,-74.134937,4.633382,-74.134937,4.633382,0,1,1942,3,5,2,2,5,Male
408,-74.134937,4.633382,-74.134937,4.633382,90,1,1980,2,5,5,1,5,Male
409,-74.134937,4.633382,-74.134937,4.633382,0,1,1977,3,1,2,1,7,Male
410,-74.134937,4.633382,-74.134937,4.633382,60,2,1963,3,1,6,2,8,Female
411,-74.168965,4.648475,-74.168965,4.648475,120,2,1959,3,1,5,1,7,Female
412,-74.168965,4.648475,-74.168965,4.648475,0,1,1978,2,5,7,5,6,Male
413,-74.168965,4.648475,-74.168965,4.648475,30,2,1989,3,1,5,3,7,Female
414,-74.168965,4.648475,-74.168965,4.648475,0,1,1974,2,2,2,5,4,Male
415,-74.168965,4.648475,-74.168965,4.648475,0,1,1973,2,1,5,2,4,Male
416,-74.168965,4.648475,-74.168965,4.648475,0,1,1985,2,2,6,5,5,Male
417,-74.168965,4.648475,-74.168965,4.648475,30,1,1968,2,1,3,5,5,Male
418,-74.168965,4.648475,-74.168965,4.648475,0,1,1994,3,2,3,5,5,Male
419,-74.168965,4.648475,-74.168965,4.648475,0,1,1993,2,5,7,1,7,Male
420,-74.168965,4.648475,-74.168965,4.648475,40,1,1963,2,2,2,2,6,Male
421,-74.168965,4.648475,-74.168965,4.648475,55,2,1983,2,5,6,1,7,Female
422,-74.168965,4.648475,-74.168965,4.648475,0,1,1999,2,5,4,1,7,Male
423,-74.168965,4.648475,-74.168965,4.648475,0,2,1986,2,1,2,4,5,Female
424,-74.146163,4.60965,-74.146163,4.60965,0,1,1959,2,1,3,1,6,Male
425,-74.146163,4.60965,-74.146163,4.60965,60,2,1998,3,5,3,1,7,Female
426,-74.146163,4.60965,-74.146163,4.60965,0,1,1997,3,2,3,2,5,Male
427,-74.146163,4.60965,-74.146163,4.60965,70,2,1980,2,5,6,1,5,Female
428,-74.146163,4.60965,-74.146163,4.60965,0,1,1996,3,2,5,2,7,Male
429,-74.146163,4.60965,-74.146163,4.60965,20,1,1967,3,4,5,1,7,Male
430,-74.146163,4.60965,-74.146163,4.60965,0,1,1965,3,1,3,1,7,Male
431,-74.146163,4.60965,-74.146163,4.60965,0,1,1970,3,1,1,2,7,Male
432,-74.146163,4.60965,-74.146163,4.60965,0,1,1952,3,1,6,1,7,Male
433,-74.146163,4.60965,-74.146163,4.60965,0,2,1998,3,5,3,2,6,Female
434,-74.141429,4.653096,-74.141429,4.653096,60,2,1990,3,2,5,1,7,Female
435,-74.141429,4.653096,-74.141429,4.653096,45,1,1964,3,2,3,1,9,Male
436,-74.141429,4.653096,-74.141429,4.653096,80,1,1945,3,3,2,2,6,Male
437,-74.141429,4.653096,-74.141429,4.653096,0,1,1990,3,5,2,2,7,Male
438,-74.141429,4.653096,-74.141429,4.653096,45,1,1966,3,2,2,1,7,Male
439,-74.141429,4.653096,-74.141429,4.653096,40,2,1959,3,4,2,2,3,Female
440,-74.141429,4.653096,-74.141429,4.653096,45,2,1990,3,2,5,1,7,Female
441,-74.141429,4.653096,-74.141429,4.653096,60,1,1983,3,5,5,1,6,Male
442,-74.141429,4.653096,-74.141429,4.653096,30,1,1974,3,1,5,1,5,Male
443,-74.141429,4.653096,-74.141429,4.653096,25,2,1989,3,3,7,1,5,Female
444,-74.141429,4.653096,-74.141429,4.653096,0,1,1997,3,5,4,1,5,Male
445,-74.141429,4.653096,-74.141429,4.653096,30,2,1952,3,2,2,2,6,Female
446,-74.141429,4.653096,-74.141429,4.653096,0,2,1983,3,2,4,1,6,Female
447,-74.141429,4.653096,-74.141429,4.653096,0,1,1987,3,2,4,1,8,Male
448,-74.141429,4.653096,-74.141429,4.653096,20,2,1953,3,1,3,2,5,Female
449,-74.141429,4.653096,-74.141429,4.653096,0,1,1998,3,5,3,5,4,Male
450,-74.141429,4.653096,-74.141429,4.653096,0,2,1966,3,2,6,1,6,Female
451,-74.141429,4.653096,-74.141429,4.653096,20,1,1979,3,2,6,5,6,Male
452,-74.141429,4.653096,-74.141429,4.653096,50,1,1974,3,3,5,2,9,Male
453,-74.141429,4.653096,-74.141429,4.653096,10,1,1994,3,5,5,2,4,Male
454,-74.141429,4.653096,-74.141429,4.653096,0,1,1949,3,4,6,2,4,Male
455,-74.141429,4.653096,-74.141429,4.653096,0,1,1999,3,2,2,5,5,Male
456,-74.141429,4.653096,-74.141429,4.653096,0,2,1992,3,5,7,2,5,Female
457,-74.141429,4.653096,-74.141429,4.653096,0,2,1986,3,5,4,2,7,Female
458,-74.141429,4.653096,-74.141429,4.653096,0,1,1981,3,2,1,5,7,Male
459,-74.141429,4.653096,-74.141429,4.653096,60,2,1988,3,2,3,2,6,Female
460,-74.141429,4.653096,-74.141429,4.653096,45,2,1957,3,1,3,1,6,Female
461,-74.141429,4.653096,-74.141429,4.653096,30,1,1990,3,5,7,1,7,Male
462,-74.141429,4.653096,-74.141429,4.653096,60,1,1994,3,5,5,1,8,Male
463,-74.141429,4.653096,-74.141429,4.653096,30,2,1981,3,2,3,1,7,Female
464,-74.110488,4.578436,-74.110488,4.578436,60,1,1995,2,5,5,1,5,Male
465,-73.962917,4.941762,-73.962917,4.941762,40,1,1997,3,2,5,1,5,Male
466,-74.16802,4.83752,-74.16802,4.83752,0,1,1989,1,2,2,1,5,Male
467,-74.806384,4.306004,-74.806384,4.306004,20,1,1989,3,2,4,1,5,Male
468,-74.806384,4.306004,-74.806384,4.306004,10,1,1985,3,1,4,1,5,Male
469,-74.806384,4.306004,-74.806384,4.306004,0,2,1982,2,2,2,1,4,Female
470,-74.806384,4.306004,-74.806384,4.306004,0,1,1998,3,5,2,4,4,Male
471,-74.806384,4.306004,-74.806384,4.306004,0,1,1993,2,1,4,1,5,Male
472,-74.806384,4.306004,-74.806384,4.306004,0,2,1952,3,5,4,1,3,Female
473,-74.806384,4.306004,-74.806384,4.306004,0,1,1936,4,5,3,1,3,Male
474,-74.80728,4.30927,-74.80728,4.30927,10,2,1968,3,1,7,1,5,Female
475,-74.80728,4.30927,-74.80728,4.30927,0,2,1997,3,3,3,5,4,Female
476,-74.80728,4.30927,-74.80728,4.30927,30,1,1983,3,1,4,5,6,Male
477,-74.80728,4.30927,-74.80728,4.30927,20,2,1985,3,1,3,5,5,Female
478,-74.80728,4.30927,-74.80728,4.30927,15,1,1986,3,2,1,5,5,Male
479,-74.808405,4.294614,-74.808405,4.294614,0,2,1995,4,2,2,1,5,Female
480,-74.808405,4.294614,-74.808405,4.294614,0,1,1989,3,2,3,1,3,Male
481,-74.808405,4.294614,-74.808405,4.294614,5,1,1985,3,1,7,1,5,Male
482,-74.20656,4.592707,-74.20656,4.592707,0,1,1954,2,1,1,5,6,Male
483,-74.20656,4.592707,-74.20656,4.592707,75,1,1972,2,5,3,2,7,Male
484,-74.20656,4.592707,-74.20656,4.592707,180,2,1974,2,2,1,1,7,Female
485,-74.20656,4.592707,-74.20656,4.592707,0,1,1958,2,1,1,5,8,Male
486,-74.20656,4.592707,-74.20656,4.592707,5,2,1960,2,5,1,2,10,Female
487,-74.20656,4.592707,-74.20656,4.592707,0,1,1974,2,1,3,5,4,Male
488,-74.20656,4.592707,-74.20656,4.592707,10,2,1977,2,1,5,2,6,Female
489,-74.20656,4.592707,-74.20656,4.592707,0,1,1992,1,2,1,5,5,Male
490,-74.20656,4.592707,-74.20656,4.592707,0,1,1999,3,5,3,5,6,Male
491,-74.20656,4.592707,-74.20656,4.592707,15,1,1988,2,5,3,1,6,Male
492,-74.203785,4.591768,-74.203785,4.591768,0,1,1961,3,2,3,5,7,Male
493,-74.203785,4.591768,-74.203785,4.591768,0,1,1987,3,4,1,1,8,Male
494,-74.203785,4.591768,-74.203785,4.591768,45,1,1981,2,5,8,1,9,Male
495,-74.203785,4.591768,-74.203785,4.591768,0,1,1967,3,1,5,5,6,Male
496,-74.203785,4.591768,-74.203785,4.591768,0,1,1982,3,1,7,1,7,Male
497,-74.203785,4.591768,-74.203785,4.591768,5,2,1996,3,5,3,5,5,Female
498,-74.203785,4.591768,-74.203785,4.591768,0,1,1950,3,4,1,5,6,Male
499,-74.203785,4.591768,-74.203785,4.591768,5,1,1995,2,5,3,5,5,Male
500,-74.203785,4.591768,-74.203785,4.591768,120,2,1989,3,5,5,1,6,Female
501,-74.203785,4.591768,-74.203785,4.591768,35,2,1995,2,5,5,1,8,Female
502,-74.196513,4.592327,-74.196513,4.592327,0,1,1969,2,2,3,5,5,Male
503,-74.196513,4.592327,-74.196513,4.592327,60,1,1991,2,2,2,5,7,Male
504,-74.196513,4.592327,-74.196513,4.592327,0,2,1999,2,5,1,5,5,Female
505,-74.196513,4.592327,-74.196513,4.592327,30,2,1941,2,5,1,1,8,Female
506,-74.196513,4.592327,-74.196513,4.592327,10,1,1991,2,2,3,4,7,Male
507,-74.196513,4.592327,-74.196513,4.592327,0,1,1997,2,5,2,5,4,Male
508,-74.196513,4.592327,-74.196513,4.592327,0,1,1980,2,2,1,5,8,Male
509,-74.196513,4.592327,-74.196513,4.592327,15,1,1968,2,5,4,5,8,Male
510,-74.196513,4.592327,-74.196513,4.592327,30,1,1960,2,2,3,1,7,Male
511,-74.196513,4.592327,-74.196513,4.592327,0,2,1999,2,5,1,5,6,Female
512,-74.205321,4.581582,-74.205321,4.581582,0,1,1964,3,2,3,1,7,Male
513,-74.205321,4.581582,-74.205321,4.581582,15,2,1953,3,3,6,5,8,Female
514,-74.205321,4.581582,-74.205321,4.581582,0,1,1967,3,3,6,1,5,Male
515,-74.205321,4.581582,-74.205321,4.581582,0,1,1968,3,3,5,5,7,Male
516,-74.205321,4.581582,-74.205321,4.581582,0,2,1961,3,1,7,1,7,Female
517,-74.205321,4.581582,-74.205321,4.581582,0,1,1968,3,3,1,1,5,Male
518,-74.205321,4.581582,-74.205321,4.581582,0,2,2000,3,5,1,5,7,Female
519,-74.205321,4.581582,-74.205321,4.581582,0,1,1926,3,4,1,1,7,Male
520,-74.205321,4.581582,-74.205321,4.581582,0,2,1997,3,2,1,2,4,Female
521,-74.205321,4.581582,-74.205321,4.581582,50,2,1949,3,2,5,1,6,Female
522,-74.103973,4.753081,-74.103973,4.753081,60,1,1987,2,2,6,5,6,Male
523,-74.103973,4.753081,-74.103973,4.753081,15,1,1982,2,5,5,1,6,Male
524,-74.103973,4.753081,-74.103973,4.753081,40,2,1985,3,2,5,5,6,Female
525,-74.103973,4.753081,-74.103973,4.753081,120,1,1984,3,2,5,1,5,Male
526,-74.103973,4.753081,-74.103973,4.753081,0,1,1956,3,1,4,1,6,Male
527,-74.103973,4.753081,-74.103973,4.753081,40,2,1968,3,5,1,5,6,Female
528,-74.103973,4.753081,-74.103973,4.753081,50,2,1960,3,1,1,5,5,Female
529,-74.103973,4.753081,-74.103973,4.753081,120,2,1993,3,2,3,3,5,Female
530,-74.103973,4.753081,-74.103973,4.753081,5,1,1964,3,2,2,2,5,Male
531,-74.103973,4.753081,-74.103973,4.753081,0,1,1989,3,5,3,2,7,Male
532,-74.103973,4.753081,-74.103973,4.753081,3,1,1976,3,1,5,1,5,Male
533,-74.103973,4.753081,-74.103973,4.753081,90,1,1993,3,1,3,1,5,Male
534,-74.103973,4.753081,-74.103973,4.753081,120,1,1983,3,1,1,5,7,Male
535,-74.103973,4.753081,-74.103973,4.753081,80,2,1956,3,2,3,5,8,Female
536,-74.103973,4.753081,-74.103973,4.753081,120,2,1991,3,5,1,1,6,Female
537,-74.103973,4.753081,-74.103973,4.753081,60,2,1959,3,1,3,1,6,Female
538,-74.103973,4.753081,-74.103973,4.753081,10,2,1962,2,1,3,1,5,Female
539,-74.103973,4.753081,-74.103973,4.753081,60,2,1989,3,3,5,1,7,Female
540,-74.103973,4.753081,-74.103973,4.753081,0,1,1987,3,2,3,5,6,Male
541,-74.103973,4.753081,-74.103973,4.753081,40,1,1995,3,5,3,1,6,Male
542,-74.103973,4.753081,-74.103973,4.753081,30,1,1973,3,2,9,2,6,Male
543,-74.103973,4.753081,-74.103973,4.753081,60,1,1998,1,2,5,1,6,Male
544,-74.103973,4.753081,-74.103973,4.753081,50,2,1972,2,1,5,5,7,Female
545,-74.103973,4.753081,-74.103973,4.753081,70,1,1970,3,2,7,1,5,Male
546,-74.103973,4.753081,-74.103973,4.753081,70,1,1984,3,2,3,4,6,Male
547,-74.103973,4.753081,-74.103973,4.753081,15,1,1983,3,1,3,1,6,Male
548,-74.103973,4.753081,-74.103973,4.753081,15,1,1984,3,2,3,1,7,Male
549,-74.103973,4.753081,-74.103973,4.753081,20,1,1982,3,5,7,1,5,Male
550,-74.103973,4.753081,-74.103973,4.753081,60,1,1979,3,1,7,1,5,Male
551,-74.103973,4.753081,-74.103973,4.753081,80,1,1964,3,5,3,1,6,Male
552,-74.103973,4.753081,-74.103973,4.753081,50,1,1987,3,2,5,1,6,Male
553,-74.103973,4.753081,-74.103973,4.753081,120,1,1972,4,5,5,1,5,Male
554,-74.103973,4.753081,-74.103973,4.753081,25,2,1990,3,5,3,5,5,Female
555,-74.103973,4.753081,-74.103973,4.753081,70,2,1982,3,5,5,1,7,Female
556,-74.103973,4.753081,-74.103973,4.753081,60,2,1967,3,1,6,1,3,Female
557,-74.103973,4.753081,-74.103973,4.753081,30,1,1990,3,5,5,1,3,Male
558,-74.103973,4.753081,-74.103973,4.753081,90,2,1985,2,1,5,1,5,Female
559,-74.103973,4.753081,-74.103973,4.753081,90,2,1980,3,1,5,1,6,Female
560,-74.103973,4.753081,-74.103973,4.753081,70,1,1989,3,1,5,5,4,Male
561,-74.103973,4.753081,-74.103973,4.753081,30,1,1967,2,1,3,5,5,Male
562,-74.023227,4.756825,-74.023227,4.756825,100,1,1990,4,5,7,1,7,Male
563,-74.023227,4.756825,-74.023227,4.756825,0,1,1990,4,5,7,1,6,Male
564,-74.023227,4.756825,-74.023227,4.756825,0,1,1988,4,1,7,1,4,Male
565,-74.023227,4.756825,-74.023227,4.756825,90,2,1979,4,5,6,1,5,Female
566,-74.023227,4.756825,-74.023227,4.756825,50,2,1989,4,5,6,1,6,Female
567,-74.023227,4.756825,-74.023227,4.756825,0,2,1983,4,1,7,1,7,Female
568,-74.023227,4.756825,-74.023227,4.756825,0,2,1940,4,3,4,1,8,Female
569,-74.023227,4.756825,-74.023227,4.756825,10,1,1989,4,1,7,1,6,Male
570,-74.023227,4.756825,-74.023227,4.756825,40,1,1982,4,1,8,1,5,Male
571,-74.023227,4.756825,-74.023227,4.756825,25,1,1992,4,2,7,2,5,Male
572,-74.023227,4.756825,-74.023227,4.756825,0,1,1978,4,3,7,1,6,Male
573,-74.023227,4.756825,-74.023227,4.756825,0,1,1998,4,5,3,1,6,Male
574,-74.023227,4.756825,-74.023227,4.756825,60,1,1989,4,1,7,1,6,Male
575,-74.023227,4.756825,-74.023227,4.756825,60,1,1973,3,2,5,1,7,Male
576,-74.023227,4.756825,-74.023227,4.756825,50,2,1981,4,1,6,1,7,Female
577,-74.023227,4.756825,-74.023227,4.756825,0,2,1996,4,5,3,5,6,Female
578,-74.023227,4.756825,-74.023227,4.756825,60,2,1989,4,1,7,1,5,Female
579,-74.023227,4.756825,-74.023227,4.756825,0,1,1975,4,1,7,5,6,Male
580,-74.023227,4.756825,-74.023227,4.756825,0,1,1995,4,5,3,1,9,Male
581,-74.023227,4.756825,-74.023227,4.756825,0,1,1996,3,5,3,5,9,Male
582,-74.023227,4.756825,-74.023227,4.756825,0,1,1980,4,1,8,1,6,Male
583,-74.023227,4.756825,-74.023227,4.756825,50,1,1981,4,1,8,1,8,Male
584,-74.023227,4.756825,-74.023227,4.756825,0,2,1947,4,3,8,1,6,Female
585,-74.023227,4.756825,-74.023227,4.756825,50,1,1971,4,1,7,1,5,Male
586,-74.023227,4.756825,-74.023227,4.756825,0,1,1947,5,5,5,1,5,Male
587,-74.023227,4.756825,-74.023227,4.756825,50,1,1975,4,1,7,1,8,Male
588,-74.023227,4.756825,-74.023227,4.756825,0,2,1994,4,5,6,5,6,Female
589,-74.023227,4.756825,-74.023227,4.756825,90,2,1981,4,5,5,1,6,Female
590,-74.023227,4.756825,-74.023227,4.756825,0,2,1995,4,5,6,5,4,Female
591,-74.023227,4.756825,-74.023227,4.756825,0,1,1980,4,5,7,1,5,Male
592,-74.023227,4.756825,-74.023227,4.756825,60,1,1986,4,1,8,1,7,Male
593,-74.023227,4.756825,-74.023227,4.756825,120,2,1989,4,5,6,1,8,Female
594,-74.023227,4.756825,-74.023227,4.756825,120,1,1990,4,2,7,1,5,Male
595,-74.023227,4.756825,-74.023227,4.756825,80,1,1982,4,1,8,1,7,Male
596,-74.023227,4.756825,-74.023227,4.756825,0,2,1989,4,5,6,1,7,Female
597,-74.023227,4.756825,-74.023227,4.756825,0,2,1999,4,5,6,1,7,Female
598,-74.023227,4.756825,-74.023227,4.756825,40,2,1998,4,1,7,1,7,Female
599,-74.023227,4.756825,-74.023227,4.756825,0,1,1978,4,1,7,5,5,Male
600,-74.023227,4.756825,-74.023227,4.756825,40,2,1992,4,2,6,1,7,Female
601,-74.023227,4.756825,-74.023227,4.756825,0,1,1997,4,5,6,5,6,Male
602,-74.042497,4.732697,-74.042497,4.732697,60,1,1983,4,2,5,5,5,Male
603,-74.042497,4.732697,-74.042497,4.732697,0,1,1986,3,2,2,1,5,Male
604,-74.042497,4.732697,-74.042497,4.732697,0,1,1975,4,2,6,1,5,Male
605,-74.042497,4.732697,-74.042497,4.732697,45,1,1965,3,1,7,1,5,Male
606,-74.042497,4.732697,-74.042497,4.732697,10,1,1974,4,3,8,1,4,Male
607,-74.042497,4.732697,-74.042497,4.732697,0,2,1993,4,5,3,5,4,Female
608,-74.042497,4.732697,-74.042497,4.732697,0,1,1996,4,5,3,5,5,Male
609,-74.042497,4.732697,-74.042497,4.732697,0,1,1984,4,1,5,5,6,Male
610,-74.042497,4.732697,-74.042497,4.732697,135,1,1971,4,5,7,1,5,Male
611,-74.042497,4.732697,-74.042497,4.732697,0,1,1995,4,5,3,5,5,Male
612,-74.042497,4.732697,-74.042497,4.732697,0,2,1995,4,5,3,5,5,Female
613,-74.042497,4.732697,-74.042497,4.732697,45,2,1979,4,1,7,1,5,Female
614,-74.042497,4.732697,-74.042497,4.732697,80,2,1992,4,5,5,1,9,Female
615,-74.042497,4.732697,-74.042497,4.732697,0,1,1995,4,3,6,2,3,Male
616,-74.042497,4.732697,-74.042497,4.732697,12,1,1979,4,5,3,1,5,Male
617,-74.042497,4.732697,-74.042497,4.732697,0,1,1967,4,5,5,1,5,Male
618,-74.042497,4.732697,-74.042497,4.732697,0,1,1969,4,1,3,5,5,Male
619,-74.042497,4.732697,-74.042497,4.732697,40,1,1988,4,5,5,5,5,Male
620,-74.042497,4.732697,-74.042497,4.732697,0,2,1987,4,2,4,1,4,Female
621,-74.042497,4.732697,-74.042497,4.732697,0,2,1989,4,5,6,5,5,Female
622,-74.042497,4.732697,-74.042497,4.732697,0,1,1994,4,5,3,5,5,Male
623,-74.042497,4.732697,-74.042497,4.732697,0,1,1994,4,5,5,1,5,Male
624,-74.042497,4.732697,-74.042497,4.732697,90,2,1993,4,5,7,1,6,Female
625,-74.042497,4.732697,-74.042497,4.732697,40,2,1990,4,1,5,1,4,Female
626,-74.042497,4.732697,-74.042497,4.732697,0,1,1996,4,5,6,5,6,Male
627,-74.042497,4.732697,-74.042497,4.732697,0,1,1956,3,1,5,5,6,Male
628,-74.042497,4.732697,-74.042497,4.732697,0,2,1996,4,5,3,5,5,Female
629,-74.042497,4.732697,-74.042497,4.732697,30,2,1997,4,5,5,5,5,Female
630,-74.042497,4.732697,-74.042497,4.732697,45,1,1976,4,1,7,1,5,Male
